id,expression,source,idea,confidence,offered_terminals,is_ic,is_icir,is_tstat,is_sharpe,turnover,coverage,n_terminals,depth
94,"add(add(cs_rank(at_turn), neg(cs_rank(accrual))), cs_rank(cs_cash_at))",debate,quality fragility,4,"accrual,at_turn,cs_cash_at,debt_at,gpm,open,pe_exi",0.005543974146626389,0.0460771407532862,2.4246385153450962,0.8923889676779059,0.0018205392246496387,0.43612849379960406,3,4
101,"add(add(cs_rank(opmbd), neg(cs_rank(cs_accruals))), neg(cs_rank(cs_asset_growth)))",debate,quality fragility,4,"bid,cash_ratio,close,cs_accruals,cs_asset_growth,opmbd,shrout",0.0038510655744261554,0.044467802144412774,2.3399530441653744,0.20640710198202744,0.00534286435787057,0.371064376137625,3,4
60,"add(cs_rank(quick_ratio), neg(cs_rank(cs_leverage)))",debate,funding stress,4,"bid,cs_leverage,cs_sp,gpm,low,market_cap,quick_ratio",-0.004947321225451786,-0.044217787343856896,-2.326796943224131,-0.2648717470920189,0.0011540050643126531,0.3753711360004638,2,3
63,"add(cs_rank(quick_ratio), cs_rank(neg(cs_leverage)))",debate,funding stress,4,"bid,cs_leverage,cs_sp,gpm,low,market_cap,quick_ratio",-0.004947307660941975,-0.04421766336351465,-2.3267904192187774,-0.26487155343806923,0.001153991345859005,0.3753711360004638,2,3
97,"add(add(cs_rank(roce), cs_rank(cash_ratio)), add(neg(cs_rank(accrual)), cs_rank(inv_turn)))",debate,quality efficiency,4,"accrual,cash_ratio,cs_earnings_growth,inv_turn,low,pe_exi,roce",0.002986926775759495,0.0429370068542552,2.259400623617009,0.49696673139034214,0.001549520372522057,0.310898613531804,4,4
88,"add(add(cs_rank(gpm), cs_rank(at_turn)), neg(add(cs_rank(accrual), cs_rank(debt_at))))",debate,quality fragility,4,"accrual,at_turn,cs_cash_at,debt_at,gpm,open,pe_exi",0.0042784936654687395,0.04202872013280736,2.2116054060363286,0.4424290066555771,0.0012531631273797858,0.43599430387314886,4,4
89,"add(add(cs_rank(gpm), cs_rank(at_turn)), add(neg(cs_rank(accrual)), neg(cs_rank(debt_at))))",debate,quality fragility,4,"accrual,at_turn,cs_cash_at,debt_at,gpm,open,pe_exi",0.0042784936654687395,0.04202872013280736,2.2116054060363286,0.4424290066555771,0.0012531631273797858,0.43599430387314886,4,4
129,"add(neg(cs_rank(accrual)), cs_rank(quick_ratio))",debate,Accounting Quality,4,"accrual,bid,pe_exi,price,quick_ratio,roa,volume",-0.0045989666090450404,-0.040856991061941406,-2.149947512592311,0.05649150324405051,0.0016859080949643073,0.3753872001410746,2,3
82,"add(cs_rank(cash_ratio), cs_rank(dollar_volume))",debate,cash resilience,4,"ask,cash_ratio,cs_bm,dollar_volume,gpm,market_cap,returns",0.004468707549444375,0.039215953181776085,2.063593984913723,0.39790622418705196,0.047503013209787844,0.37544867869423904,2,2
161,"add(add(cs_rank(opmbd), cs_rank(cs_sales_growth)), cs_rank(cs_current_ratio))",debate,Growth Liquidity Quality,4,"ask,cs_current_ratio,cs_sales_growth,open,opmbd,ps,shrout",0.004060128982194292,0.039151349377162775,2.0601944494750555,0.26606238457077847,0.0027341337311458953,0.37169123997048065,3,3
158,"add(add(cs_rank(cs_sales_growth), cs_rank(cs_current_ratio)), cs_rank(opmbd))",debate,Growth Liquidity Quality,4,"ask,cs_current_ratio,cs_sales_growth,open,opmbd,ps,shrout",0.004060118022480622,0.03915124791871789,2.0601891106009593,0.26606144164509005,0.002734132431032026,0.37169123997048065,3,3
85,"add(cs_rank(cash_ratio), add(cs_rank(gpm), cs_rank(cs_bm)))",debate,cash resilience,4,"ask,cash_ratio,cs_bm,dollar_volume,gpm,market_cap,returns",-0.003539700530555671,-0.03878217576325566,-2.040768058242989,-0.030473233525277945,0.0016441177585047426,0.3737133891592415,3,3
